0,1,2,3,4,5,6,7
524,greet,[gri:t],vt.问候，招呼；迎接,She greeted us with a smile.,她微笑着向我们打招呼。,,
525,greeting,[ˈgri:tɪŋ],n.问候，祝贺,"Lily sent greetings to my mother on her
birthday.",莉莉在我母亲生日的时向她祝贺。,,
526,grow,[grəʊ],"(grew,grown) v.长
大；生长；渐渐变得；
增加","What do you want to be when you
grow up?",你长大后想当什么？,,
527,guess,[ges],v.猜；想，认为,Guess what I did yesterday.,猜一猜我昨天干什么了。,,
528,guilty,[ˈgɪlti],"a.(about)内疚的；(of)
有罪的","I felt guilty about not visiting my parents
more often.",我因没有常去探望父母而感到内疚。,,
529,habit,[ˈhæbɪt],n.习惯，习性,"I have a habit of getting up early every
day.",我习惯于每天早起。,,
530,half,[hɑ:f],"pron.半，一半 a.一半
的","The dog eats half a pound of meat
every day.",这只狗每天吃半磅肉。,,
531,hand,[hænd],"n.手；（钟表）指针 vt.
传递，交给","They handed the thief over to the
police.",他们把贼送交警方。,,
532,handle,[ˈhændl],n.柄，把手 vt.处理,"This matter has been handled very
badly.",这件事处理得很糟糕。,,
533,hang,[hæŋ],"v.(hung,hung)吊着，
悬挂；
（hanged,hanged)绞
死，吊死",Hang on. I'll just see if he's here.,等一下--我这就看看他在不在。,,
534,happen,[ˈhæpən],vi.（偶然）发生；碰巧,"An earthquake happened when I
happened not to be there.",我碰巧不在那里的时候发生了地震。,,
535,happiness,['hæpɪnəs],n.幸福，快乐,"His success in business brought
happiness to his parents.",他事业成功，使父母感到欣慰。,,
536,happy,[ˈhæpi],"a.高兴的，幸福的；满
意的","We were both happy with the outcome
of the debate.",我们对辩论的结果都很满意。,,
537,hardly,[ˈhɑ:dli],ad.几乎不,"Jim sold most of his things. He has hardly
anything left in the house.","吉姆卖了大部分东西，他家里几乎没剩
下什么东西了。",,
538,harm,[hɑ:m],n./vt.伤害，损害,"Reading in bed will do harm to your
eyes.",躺在床上看书对眼睛有害。,,
539,harmony,[ˈhɑ:məni],n.协调，和谐，融洽,"We must live in harmony with one
another.",我们必须和睦相处。,,
540,harvest,[ˈhɑ:vɪst],n./v.收成，收货,There is a large apple harvest this year.,今年苹果大丰收。,,
541,hate,[heɪt],vt./n.憎恨；不喜欢,My sister hates cats.,我妹妹讨厌猫。,,
542,have,[həv],"(had,had) vt.有，得到；
吃","You don't have to buy a gift, but you
can if you want to.","你不必买礼物，但是如果你想买的话也
可以。",,
543,head,[hed],"n.头；头脑，才智；首
脑 vi.朝（某方向）行
进；主管","The king headed towards the soldier
holding his head high.",国王昂首阔步向士兵走去。,,
544,headmaster,"[ˌhedˈmɑ:stə
(r)]",n.（男）校长,Who is headmaster of the school?,这所学校的校长是谁？,,
545,healthy,[ˈhelθi],a.健康的，健壮的,"Although eighty years old, my
grandmother is still healthy.",我祖母虽然 80 岁了，但还是很健康。,,
546,hear,[hɪə(r)],"(heard,heard) v.听
（见）；听说，获知；
收到来信",It was wonderful to hear from you.,收到你的信真的太高兴了。,,
547,heart,[hɑ:t],"n.心（脏）；（纸牌）
红桃","In our daily lives, a warm heart may be
more important than a clever mind.","在日常生活中，一颗温暖的心可能比聪
颖的头脑更加重要。",,
548,heat,[hi:t],n.热 vt.把……加热,"He ordered the cook to heat some
water.",他吩咐厨师烧点水。,,
549,heavy,[ˈhevi],"a.重的；沉重的；（数
量、程度等）比一般严
重的；猛烈的",The bag is too heavy for me to carry.,这个袋子太重，我提不动。,,
550,height,[haɪt],n.高，高度；高地,The tower is fifty feet in height.,这座塔高 50 英尺。,,
551,help,[help],vt./n.帮助，帮忙,"I can't help thinking he's lying. So I can't
help to apologize for him.","我禁不住认为他在撒谎，所以我不能代
替他道歉。",,
552,hesitate,[ˈhezɪteɪt],"v.犹豫，踌躇；顾虑，
疑虑","In the face of dangerous sharks he
hesitated.",面对那些危险的鲨鱼，他踌躇不前。,,
553,hide,[haɪd],"(hid,hidden) v.藏；隐
藏",What have you hidden behind you?,你后面藏着什么东西？,,
554,hire,[ˈhaɪə(r)],vt.雇用；租用,They hired a car and a man to drive it.,他们租了一辆车，还雇了个开车的。,,
555,hit,[hɪt],"(hit,hit) vt./n.打；击
中；撞","She hit him on the head with her
umbrella.",她用雨伞打他的头。,,
556,hold,[həʊld],"(held,held) vt.拿，
握，抓住；掌握；举行
n.抓住，握；控制，掌
握",Sorry I'm late—I was held up at work.,对不起我来晚了，我给工作耽搁了。,,
557,holiday,[ˈhɒlədeɪ],n.假日，假期,"Daniel's family will be enjoying their
holiday in Huangshan this time next
week.","下周这个时候丹尼尔一家将在黄山享受
他们的假日。",,
558,home,[həʊm],n.家 ad.回家，在家,I saw him on his way home.,我看见他在回家的路上。,,
559,honest,[ˈɒnɪst],"a.诚实的，正直的；坦
诚的",Are you honest about the matter?,关于这件事你照实说了吗？,,
560,honor,['ɒnə(r)],"n.荣誉；敬意 vt.给予荣
誉；尊敬",It is an honor to have you here.,大驾光临，深感荣幸。,,
561,hope,[həʊp],n./v/希望，期望,I hope that it will be fine tomorrow.,我希望明天是个好天气。,,
562,host,[həʊst],"n.主人；东道主；节目
主持人 vt.招待；主办；
主持","Rio de Janeiro is the host city for the
next Olympic Games.","里约热内卢是下届奥林匹克运动的主办
城市。",,
563,how,[haʊ],"ad.怎样，如何；（程
度、数量）多少；多
么，何等","What a good time we had last night
and how wonderful football match was.","我们昨晚玩得那么开心，足球赛又是那
么精彩！",,
564,however,[haʊˈevə(r)],"conj.无论如何，不管怎
样 ad.无论如何，不管
多么；然而，不过","However hungry I am,I never seem to be
able to finish off this loaf of bread.","不管我有多么饿，我好像绝对吃不完这
条面包。",,
565,huge,[hju:dʒ],a.巨大的，庞大的,The elephant is a huge animal.,大象是庞大的动物。,,
566,human,[ˈhju:mən],a.人的，人类的 n.人,"Contact with other people is a basic
human need.",和他人接触是人的基本需要。,,
567,hundred,[ˈhʌndrəd],num.百,One hundred years make up a century.,一百年构成一个世纪。,,
568,hunger,[ˈhʌŋgə(r)],n.饥饿；(for)渴望,"Nothing seemed to satisfy their hunger
for truth.","似乎没有什么能满足他们对真理的渴
求。",,
569,hunt,[hʌnt],"n./v.打猎，猎取；
（for）寻找","I've hunted everywhere for my
watch,but I can't find it.",我到处找我的手表，可就是找不到。,,
570,hurry,[ˈhʌri],"v.（使）赶紧，催促 n.
匆忙",Hurry up! Or we shall miss the train.,快点！否则我们就赶不上火车了。,,
571,hurt,[hɜ:t],"(hurt,hurt) vt.伤害，使
受伤 vi.疼痛","Mike didn't play football yesterday
because he had hurt his leg.",迈克昨天没踢球，因为他伤了腿。,,
572,idea,[dɪə],"n.主意，办法；思想；
意见",What a great idea!,多好的主意！,,
573,identity,[aɪˈdentəti],"n.身份；认出；特性；
同一（性），一致","The police are trying to find out the
identity of the man killed in the
accident.",警方正在设法查明事故中死者的身份。,,
574,if,[ɪf],conj.假如，如果；是否,"If it had rained even a drop,things would
be much better now!","如果下过哪怕是一滴雨，现在一切就会
好很多！",,
575,ill,[ɪl],"a.生病的；坏的，有害
的",He was ill in bed.,他卧病在床。,,
576,imagine,[ɪˈmædʒɪn],vt.想象；猜想，推测,"My goodness!I can't imagine being that
old.","天哪！我难以想象那么大的年纪会是什
么样。",,
577,immediately,[ɪˈmi:diətli],ad.立即，马上,"Ellen come home immediately after
work.",埃伦一下班就回家了。,,
578,importance,[ɪmˈpɔ:tns],n.重要性,"The importance of telling the truth can
not be doubted.",讲真话的重要性是不容置疑的。,,
579,important,[ɪmˈpɔ:tnt],a.重要的,"One of the most important questions
they had to consider was that of public
health.","他们需要考虑的最重要的问题之一就是
公共健康。",,
580,impossible,[ɪmˈpɒsəbl],a.不可能的,"It's impossible for us to go there by
water.",我们无法从水路去那里。,,
581,impress,[ɪmˈpres],"vt.（压）印；留下深刻
印象","The scenery is strongly impressed on my
mind.",这里的景色深深地印入我的脑海。,,
582,improve,[ɪmˈpru:v],v.改善，改进,His spoken English has improved much.,他的英语口语水平大有提高。,,
583,in,[ɪn],"prep.在……里面；在……
期间；在……之中；穿着
ad.在家；在内，进入",The children are playing in the park.,孩子们正在公园里玩耍。,,
584,include,[ɪnˈklu:d],vt.包括，包含，算在内,"We have included in your bill the cost of
the cup you broke.","我们把你打碎的那个茶杯一同算入了你
的账单。",,
585,income,[ˈɪnkʌm],n.所得，收入,"How could they live on such a small
income?",他们靠这样一点收入怎么能生活呢？,,
586,increase,[ɪnˈkri:s],n.增加，增长,Homelessness is on the increase.,无家可归者越来越多。,,
587,indeed,[ɪnˈdi:d],ad.的确；真正地,"Indeed he is poor, but he is happy.",他的确很穷，但他很快乐。,,
588,indicate,[ˈɪndɪkeɪt],"vt.指示，指出；表明，
暗示","There is a great deal of evidence
indicating that music activities engage
different parts of the brain.","有很多证据显示，音乐活动与大脑的很
多部位有关。",,
589,industry,[ˈɪndəstri],n.工业，产业,"The wine industry in the area has
developed in a special way.","这个地区的葡萄酒业以一种特殊的方式
发展。",,
590,influence,[ˈɪnfluəns],n./vt.影响,"A teacher affects eternity;he can never
tell where his influence stops.","教师的影响是永恒的；他的影响之深远
是无法估计的。",,
591,inform,[ɪnˈfɔ:m],vt.通知，告诉,I informed him of the news.,我已告诉他这一消息。,,
592,information,[ˌɪnfəˈmeɪʃn],n.信息,"Can you give me any information on this
matter?",你能给我提供有关此事的任何消息吗？,,
593,injure,[ˈɪndʒə(r)],vt.伤害，使受伤；损伤,He was badly injured in a car accident.,他在一场车祸中受了伤。,,
594,inside,[ˌɪnˈsaɪd],"prep.在……的里面 ad.
在里面 n.里面 a.里面的","Don't let the dog come inside the
house.",别让狗到房子里来。,,
595,insist,[ɪnˈsɪst],"v.坚决要求，坚持；坚
持说","The man insisted on finding a taxi for me
even though I told him I lived nearby.","那位男士执意要为我找一辆出租车，尽
管我告诉他我就住在附近。",,
596,inspire,[ɪnˈspaɪə(r)],vt.鼓舞，激励；启发,The news inspired us with courage.,那个消息激起了我们的勇气。,,
597,instant,[ˈɪnstənt],a.立即的，即刻的,The injured were in instant need of help.,这些伤员急需帮助。,,
598,instead,[ɪnˈsted],"ad.代替，顶替；反
而，却","They went there on foot instead of by
bike.",他们没骑自行车而是步行到那里去。,,
599,instruction,[ɪnˈstrʌkʃn],n.指导，教导；说明,Read the instructions on the packet.,读一下包装上的说明。,,
600,insurance,[ɪnˈʃʊərəns],n.保险（金）,"He got $10000 insurance when his wife
died.","他在他妻子去世时领到 1 万美元的保险
金。",,
601,intelligence,[ɪnˈtelɪdʒəns],n.智力，才智；情报,"She didn't even have the intelligence to
call for an ambulance.",她连叫救护车的头脑都没有。,,
602,intend,[ɪnˈtend],v.想要，打算,When do you intend to go to London?,你打算什么时候去伦敦？,,
603,interest,[ˈɪntrəst],"n.兴趣；利息 vt.使感兴
趣","What really interested Shylock was the
interest people owed him?","真正使夏洛克感兴趣的是人们欠他的利
息。",,
604,international,"[ˌɪntəˈnæʃnə
l]",a.国际的,"English is one of the working languages
at international meetings.","英语是国际会议上使用的工作语言之
一。",,
605,Internet,[ˈɪntənet],n.因特网，互联网,I got the information from the Internet.,我是从网上得到这个消息的。,,
606,interrupt,[ˌɪntəˈrʌpt],"v.打断（说话）；打
扰；使中断",Don't interrupt me while I'm busy.,我忙的时候不要打扰我。,,
607,interview,[ˈɪntəvju:],n./vt.会见；面试；采访,Your interview for the job is tomorrow.,你的求职面试定在明天。,,
608,into,[ˈɪntə],"prep.到……里；（状
态）变化；从事；卷入",Cut the cake into pieces.,把蛋糕切成几块。,,
609,introduce,[ˌɪntrəˈdju:s],vt.介绍，引进,"Tobacco was introduced into Europe
from America.",烟草是从美洲传入欧洲的。,,
610,invent,[ɪnˈvent],vt.发明，创造,"Gilbert discovered electricity, and
Edison invented the electric light bulb.",吉尔伯发现了电，爱迪生发明了电灯。,,
611,invite,[ɪnˈvaɪt],vt.邀请,"We are invited to a party to be held in
our club next Friday.","我们被邀请去参加下周五俱乐部举行的
聚会。",,
612,it,[ɪt],pron.它（主格、宾格）,"""Who is it?"" "" It's me.""",“谁呀？”“是我。”,,
613,itself,[ɪtˈself],pron.它自己,"The monkey is looking at itself in the
mirror.",猴子正望着镜子中的自己。,,
614,job,[dʒɒb],n.工作；职责,I have a couple of jobs for you to do.,我有几件工作要让你做。,,
615,join,[dʒɔɪn],v.加入；连接，联合,May I join in your conversation?,我可以加入你们的谈话吗？,,
616,joke,[dʒəʊk],n.笑话,We burst into laughter at his joke.,听了他的笑话，我们都哈哈大笑起来。,,
617,journalist,[ˈdʒɜ:nəlɪst],n.新闻工作者，记者,She worked as a journalist on the Times.,她在《泰晤士报》当记者。,,
